iterations,time
0,14.20724375
1,4.494854125
2,4.416169042
3,4.4349955
4,4.618304292
5,4.704412167
6,4.562673
7,4.585007708
8,4.961341959
9,4.633825042
10,4.688243709
11,4.755985542
12,4.758970333
13,4.780382583
14,4.814297791
15,4.8748675
16,4.884716708
17,4.840243875
18,4.837751917
19,4.98558525
20,5.007599125
21,4.883148708
22,5.0176575
23,4.889820375
24,4.840356834
25,4.931184333
26,5.079824791
27,4.867568959
28,4.857675
29,4.861131833
30,5.103282917
