iterations,time
0,4.930959709
1,5.036911958
2,5.065875875
3,5.073942625
4,5.085947959
5,5.188355
6,5.126361542
7,5.128072667
8,5.121659334
9,5.190052583
10,5.0865915
11,5.13488175
12,5.140486375
13,5.258884791
14,5.121584334
15,5.178328208
16,5.263786
17,5.173132417
18,5.148423542
19,5.236497375
20,5.170610333
21,5.147348417
22,5.184050166
23,5.188959667
24,5.213888875
25,5.19158225
26,5.197894833
27,5.166202875
28,5.162558125
29,5.203172
30,5.267476375
