iterations,time
0,12.871531667
1,4.057150917
2,4.009499834
3,4.000807167
4,4.089796459
5,4.019406459
6,4.061714125
7,4.062717917
8,4.087491667
9,4.136069958
10,4.209309333
11,4.124507667
12,4.089904791
13,4.104957333
14,4.138036875
15,4.153486625
16,4.209253
17,4.133816834
18,4.230676458
19,4.241679417
20,4.13150975
21,4.227743792
22,4.158695
23,4.17060375
24,4.158878708
25,4.165736541
26,4.1310675
27,4.154436083
28,4.457190375
29,4.1637885
30,4.473623791
