iterations,time
0,4.020025416
1,5.273756
2,5.200360875
3,5.273541042
4,5.320887167
5,5.30008525
6,5.32546775
7,5.329607708
8,5.468896875
9,5.415969541
10,5.475648792
11,5.42578725
12,5.353834625
13,5.355928541
14,5.489673666
15,5.444902875
16,5.395349458
17,5.473643792
18,5.521123792
19,5.42447325
20,5.343689125
21,5.434392875
22,5.494681208
23,5.45500525
24,5.477469417
25,5.52902575
26,5.497119042
27,5.552143666
28,5.511069708
29,5.540159375
30,5.481609916
