iterations,time
0,4.025889291
1,3.967655625
2,3.96830775
3,4.009770417
4,4.21859875
5,4.086203375
6,3.955331375
7,4.012655833
8,4.021901084
9,4.076918625
10,4.160032375
11,4.1188535
12,4.105014958
13,4.117995209
14,4.391987916
15,4.1636865
16,4.287074042
17,4.324125584
18,4.208153958
19,4.173321833
20,4.206843541
21,4.222583417
22,4.259877458
23,4.205725083
24,4.377401209
25,4.261610083
26,4.255031625
27,4.267125917
28,4.328023959
29,4.345140333
30,4.237596083
