iterations,time
0,4.150901791
1,4.116027
2,4.08471525
3,4.089424125
4,4.189378625
5,4.179967542
6,4.180840458
7,4.206824917
8,4.286592208
9,4.253739041
10,4.380316166
11,4.355174708
12,4.295171709
13,4.497089959
14,4.487760209
15,4.519123542
16,8.561860792
17,4.493963333
18,4.367907542
19,4.499694875
20,4.477177584
21,4.442181417
22,4.472179
23,4.66376875
24,8.739656833
25,4.61118175
26,4.524899625
27,4.766860458
28,5.019730833
29,4.468784542
30,4.566247667
