iterations,time
0,3.353706333
1,3.399931042
2,3.366189042
3,3.387022542
4,3.388815875
5,3.424269083
6,3.361765333
7,3.357500584
8,3.3574245
9,3.343012417
10,3.357886041
11,3.340677875
12,3.370457083
13,3.379252333
14,3.3743165
15,3.421566209
16,3.404535833
17,3.450069625
18,3.47106
19,3.432620542
20,3.449091333
21,3.4739945
22,3.468338917
23,3.472443333
24,3.496521291
25,3.513176125
26,3.587857917
27,3.48846375
28,3.527849667
29,3.524841208
30,3.513038417
