iterations,time
0,4.532557917
1,4.190108708
2,4.167248333
3,4.173378792
4,4.305632417
5,4.386848125
6,4.2372815
7,4.331273791
8,4.262186875
9,4.319810791
10,4.271205375
11,4.326945333
12,4.360316958
13,4.311493917
14,4.386907833
15,4.31630275
16,4.448096792
17,4.503332709
18,4.414840375
19,4.470602167
20,4.353059542
21,4.402351709
22,4.337388958
23,4.392353417
24,4.443207584
25,4.381671375
26,4.358721083
27,4.526157834
28,4.968874166
29,4.364643041
30,4.424536292
